ORGANIZACIONES POLÍTICAS,TOTAL,%VÁLIDOS,%EMITIDOS,DEPARTAMENTO,PROVINCIA,DISTRITO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,10,3.497%,2.695%,AREQUIPA,CARAVELI,CAHUACHO
PODEMOS PERU,1,0.350%,0.270%,AREQUIPA,CARAVELI,CAHUACHO
JUNTOS POR EL PERU,26,9.091%,7.008%,AREQUIPA,CARAVELI,CAHUACHO
PARTIDO POPULAR CRISTIANO - PPC,1,0.350%,0.270%,AREQUIPA,CARAVELI,CAHUACHO
FUERZA POPULAR,120,41.958%,32.345%,AREQUIPA,CARAVELI,CAHUACHO
UNION POR EL PERU,1,0.350%,0.270%,AREQUIPA,CARAVELI,CAHUACHO
RENOVACION POPULAR,6,2.098%,1.617%,AREQUIPA,CARAVELI,CAHUACHO
RENACIMIENTO UNIDO NACIONAL,1,0.350%,0.270%,AREQUIPA,CARAVELI,CAHUACHO
PARTIDO DEMOCRATICO SOMOS PERU,0,0.000%,0.000%,AREQUIPA,CARAVELI,CAHUACHO
PARTIDO POLITICO NACIONAL PERU LIBRE,78,27.273%,21.024%,AREQUIPA,CARAVELI,CAHUACHO
DEMOCRACIA DIRECTA,1,0.350%,0.270%,AREQUIPA,CARAVELI,CAHUACHO
ALIANZA PARA EL PROGRESO,2,0.699%,0.539%,AREQUIPA,CARAVELI,CAHUACHO
PARTIDO NACIONALISTA PERUANO,21,1.316%,1.080%,AREQUIPA,CARAVELI,CARAVELI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",3,0.188%,0.154%,AREQUIPA,CARAVELI,CARAVELI
PARTIDO MORADO,17,1.065%,0.874%,AREQUIPA,CARAVELI,CARAVELI
PERU PATRIA SEGURA,5,0.313%,0.257%,AREQUIPA,CARAVELI,CARAVELI
VICTORIA NACIONAL,61,3.822%,3.138%,AREQUIPA,CARAVELI,CARAVELI
ACCION POPULAR,170,10.652%,8.745%,AREQUIPA,CARAVELI,CARAVELI
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,189,11.842%,9.722%,AREQUIPA,CARAVELI,CARAVELI
PODEMOS PERU,35,2.193%,1.800%,AREQUIPA,CARAVELI,CARAVELI
JUNTOS POR EL PERU,103,6.454%,5.298%,AREQUIPA,CARAVELI,CARAVELI
PARTIDO POPULAR CRISTIANO - PPC,12,0.752%,0.617%,AREQUIPA,CARAVELI,CARAVELI
FUERZA POPULAR,424,26.566%,21.811%,AREQUIPA,CARAVELI,CARAVELI
UNION POR EL PERU,22,1.378%,1.132%,AREQUIPA,CARAVELI,CARAVELI
RENOVACION POPULAR,180,11.278%,9.259%,AREQUIPA,CARAVELI,CARAVELI
RENACIMIENTO UNIDO NACIONAL,6,0.376%,0.309%,AREQUIPA,CARAVELI,CARAVELI
PARTIDO DEMOCRATICO SOMOS PERU,14,0.877%,0.720%,AREQUIPA,CARAVELI,CARAVELI
PARTIDO POLITICO NACIONAL PERU LIBRE,316,19.799%,16.255%,AREQUIPA,CARAVELI,CARAVELI
DEMOCRACIA DIRECTA,4,0.251%,0.206%,AREQUIPA,CARAVELI,CARAVELI
ALIANZA PARA EL PROGRESO,14,0.877%,0.720%,AREQUIPA,CARAVELI,CARAVELI
PARTIDO NACIONALISTA PERUANO,22,0.730%,0.614%,AREQUIPA,CARAVELI,CHALA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",6,0.199%,0.168%,AREQUIPA,CARAVELI,CHALA
PARTIDO MORADO,21,0.697%,0.586%,AREQUIPA,CARAVELI,CHALA
PERU PATRIA SEGURA,5,0.166%,0.140%,AREQUIPA,CARAVELI,CHALA
VICTORIA NACIONAL,81,2.687%,2.262%,AREQUIPA,CARAVELI,CHALA
ACCION POPULAR,227,7.529%,6.339%,AREQUIPA,CARAVELI,CHALA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,262,8.690%,7.316%,AREQUIPA,CARAVELI,CHALA
PODEMOS PERU,57,1.891%,1.592%,AREQUIPA,CARAVELI,CHALA
JUNTOS POR EL PERU,84,2.786%,2.346%,AREQUIPA,CARAVELI,CHALA
PARTIDO POPULAR CRISTIANO - PPC,15,0.498%,0.419%,AREQUIPA,CARAVELI,CHALA
FUERZA POPULAR,801,26.567%,22.368%,AREQUIPA,CARAVELI,CHALA
UNION POR EL PERU,36,1.194%,1.005%,AREQUIPA,CARAVELI,CHALA
RENOVACION POPULAR,229,7.595%,6.395%,AREQUIPA,CARAVELI,CHALA
RENACIMIENTO UNIDO NACIONAL,16,0.531%,0.447%,AREQUIPA,CARAVELI,CHALA
PARTIDO DEMOCRATICO SOMOS PERU,14,0.464%,0.391%,AREQUIPA,CARAVELI,CHALA
PARTIDO POLITICO NACIONAL PERU LIBRE,1046,34.693%,29.210%,AREQUIPA,CARAVELI,CHALA
DEMOCRACIA DIRECTA,6,0.199%,0.168%,AREQUIPA,CARAVELI,CHALA
ALIANZA PARA EL PROGRESO,87,2.886%,2.429%,AREQUIPA,CARAVELI,CHALA
PARTIDO NACIONALISTA PERUANO,8,0.773%,0.637%,AREQUIPA,CARAVELI,CHAPARRA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",1,0.097%,0.080%,AREQUIPA,CARAVELI,CHAPARRA
PARTIDO MORADO,3,0.290%,0.239%,AREQUIPA,CARAVELI,CHAPARRA
PERU PATRIA SEGURA,2,0.193%,0.159%,AREQUIPA,CARAVELI,CHAPARRA
VICTORIA NACIONAL,40,3.865%,3.187%,AREQUIPA,CARAVELI,CHAPARRA
ACCION POPULAR,93,8.986%,7.410%,AREQUIPA,CARAVELI,CHAPARRA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,78,7.536%,6.215%,AREQUIPA,CARAVELI,CHAPARRA
PODEMOS PERU,10,0.966%,0.797%,AREQUIPA,CARAVELI,CHAPARRA
JUNTOS POR EL PERU,42,4.058%,3.347%,AREQUIPA,CARAVELI,CHAPARRA
PARTIDO POPULAR CRISTIANO - PPC,5,0.483%,0.398%,AREQUIPA,CARAVELI,CHAPARRA
FUERZA POPULAR,224,21.643%,17.849%,AREQUIPA,CARAVELI,CHAPARRA
UNION POR EL PERU,16,1.546%,1.275%,AREQUIPA,CARAVELI,CHAPARRA
RENOVACION POPULAR,39,3.768%,3.108%,AREQUIPA,CARAVELI,CHAPARRA
RENACIMIENTO UNIDO NACIONAL,7,0.676%,0.558%,AREQUIPA,CARAVELI,CHAPARRA
PARTIDO DEMOCRATICO SOMOS PERU,5,0.483%,0.398%,AREQUIPA,CARAVELI,CHAPARRA
PARTIDO POLITICO NACIONAL PERU LIBRE,453,43.768%,36.096%,AREQUIPA,CARAVELI,CHAPARRA
DEMOCRACIA DIRECTA,1,0.097%,0.080%,AREQUIPA,CARAVELI,CHAPARRA
ALIANZA PARA EL PROGRESO,8,0.773%,0.637%,AREQUIPA,CARAVELI,CHAPARRA
PARTIDO NACIONALISTA PERUANO,4,0.515%,0.421%,AREQUIPA,CARAVELI,HUANUHUANU
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",3,0.386%,0.316%,AREQUIPA,CARAVELI,HUANUHUANU
PARTIDO MORADO,3,0.386%,0.316%,AREQUIPA,CARAVELI,HUANUHUANU
PERU PATRIA SEGURA,1,0.129%,0.105%,AREQUIPA,CARAVELI,HUANUHUANU
VICTORIA NACIONAL,14,1.802%,1.475%,AREQUIPA,CARAVELI,HUANUHUANU
ACCION POPULAR,84,10.811%,8.851%,AREQUIPA,CARAVELI,HUANUHUANU
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,31,3.990%,3.267%,AREQUIPA,CARAVELI,HUANUHUANU
PODEMOS PERU,4,0.515%,0.421%,AREQUIPA,CARAVELI,HUANUHUANU
JUNTOS POR EL PERU,35,4.505%,3.688%,AREQUIPA,CARAVELI,HUANUHUANU
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CARAVELI,HUANUHUANU
FUERZA POPULAR,84,10.811%,8.851%,AREQUIPA,CARAVELI,HUANUHUANU
UNION POR EL PERU,13,1.673%,1.370%,AREQUIPA,CARAVELI,HUANUHUANU
RENOVACION POPULAR,35,4.505%,3.688%,AREQUIPA,CARAVELI,HUANUHUANU
RENACIMIENTO UNIDO NACIONAL,7,0.901%,0.738%,AREQUIPA,CARAVELI,HUANUHUANU
PARTIDO DEMOCRATICO SOMOS PERU,7,0.901%,0.738%,AREQUIPA,CARAVELI,HUANUHUANU
PARTIDO POLITICO NACIONAL PERU LIBRE,442,56.885%,46.575%,AREQUIPA,CARAVELI,HUANUHUANU
DEMOCRACIA DIRECTA,2,0.257%,0.211%,AREQUIPA,CARAVELI,HUANUHUANU
ALIANZA PARA EL PROGRESO,8,1.030%,0.843%,AREQUIPA,CARAVELI,HUANUHUANU
PARTIDO NACIONALISTA PERUANO,6,1.008%,0.819%,AREQUIPA,CARAVELI,JAQUI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",0,0.000%,0.000%,AREQUIPA,CARAVELI,JAQUI
PARTIDO MORADO,4,0.672%,0.546%,AREQUIPA,CARAVELI,JAQUI
PERU PATRIA SEGURA,0,0.000%,0.000%,AREQUIPA,CARAVELI,JAQUI
VICTORIA NACIONAL,14,2.353%,1.910%,AREQUIPA,CARAVELI,JAQUI
ACCION POPULAR,77,12.941%,10.505%,AREQUIPA,CARAVELI,JAQUI
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,36,6.050%,4.911%,AREQUIPA,CARAVELI,JAQUI
PODEMOS PERU,12,2.017%,1.637%,AREQUIPA,CARAVELI,JAQUI
JUNTOS POR EL PERU,23,3.866%,3.138%,AREQUIPA,CARAVELI,JAQUI
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CARAVELI,JAQUI
FUERZA POPULAR,241,40.504%,32.879%,AREQUIPA,CARAVELI,JAQUI
UNION POR EL PERU,4,0.672%,0.546%,AREQUIPA,CARAVELI,JAQUI
RENOVACION POPULAR,50,8.403%,6.821%,AREQUIPA,CARAVELI,JAQUI
RENACIMIENTO UNIDO NACIONAL,5,0.840%,0.682%,AREQUIPA,CARAVELI,JAQUI
PARTIDO DEMOCRATICO SOMOS PERU,3,0.504%,0.409%,AREQUIPA,CARAVELI,JAQUI
PARTIDO POLITICO NACIONAL PERU LIBRE,109,18.319%,14.870%,AREQUIPA,CARAVELI,JAQUI
DEMOCRACIA DIRECTA,1,0.168%,0.136%,AREQUIPA,CARAVELI,JAQUI
ALIANZA PARA EL PROGRESO,10,1.681%,1.364%,AREQUIPA,CARAVELI,JAQUI
PARTIDO NACIONALISTA PERUANO,4,0.739%,0.626%,AREQUIPA,CARAVELI,LOMAS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",1,0.185%,0.156%,AREQUIPA,CARAVELI,LOMAS
PARTIDO MORADO,3,0.555%,0.469%,AREQUIPA,CARAVELI,LOMAS
PERU PATRIA SEGURA,0,0.000%,0.000%,AREQUIPA,CARAVELI,LOMAS
VICTORIA NACIONAL,34,6.285%,5.321%,AREQUIPA,CARAVELI,LOMAS
ACCION POPULAR,62,11.460%,9.703%,AREQUIPA,CARAVELI,LOMAS
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,39,7.209%,6.103%,AREQUIPA,CARAVELI,LOMAS
PODEMOS PERU,21,3.882%,3.286%,AREQUIPA,CARAVELI,LOMAS
JUNTOS POR EL PERU,31,5.730%,4.851%,AREQUIPA,CARAVELI,LOMAS
PARTIDO POPULAR CRISTIANO - PPC,1,0.185%,0.156%,AREQUIPA,CARAVELI,LOMAS
FUERZA POPULAR,204,37.708%,31.925%,AREQUIPA,CARAVELI,LOMAS
UNION POR EL PERU,3,0.555%,0.469%,AREQUIPA,CARAVELI,LOMAS
RENOVACION POPULAR,29,5.360%,4.538%,AREQUIPA,CARAVELI,LOMAS
RENACIMIENTO UNIDO NACIONAL,1,0.185%,0.156%,AREQUIPA,CARAVELI,LOMAS
PARTIDO DEMOCRATICO SOMOS PERU,5,0.924%,0.782%,AREQUIPA,CARAVELI,LOMAS
PARTIDO POLITICO NACIONAL PERU LIBRE,88,16.266%,13.772%,AREQUIPA,CARAVELI,LOMAS
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CARAVELI,LOMAS
ALIANZA PARA EL PROGRESO,15,2.773%,2.347%,AREQUIPA,CARAVELI,LOMAS
PARTIDO NACIONALISTA PERUANO,2,0.281%,0.218%,AREQUIPA,CARAVELI,QUICACHA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,0.281%,0.218%,AREQUIPA,CARAVELI,QUICACHA
PARTIDO MORADO,4,0.563%,0.437%,AREQUIPA,CARAVELI,QUICACHA
PERU PATRIA SEGURA,2,0.281%,0.218%,AREQUIPA,CARAVELI,QUICACHA
VICTORIA NACIONAL,13,1.828%,1.419%,AREQUIPA,CARAVELI,QUICACHA
ACCION POPULAR,48,6.751%,5.240%,AREQUIPA,CARAVELI,QUICACHA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,39,5.485%,4.258%,AREQUIPA,CARAVELI,QUICACHA
PODEMOS PERU,6,0.844%,0.655%,AREQUIPA,CARAVELI,QUICACHA
JUNTOS POR EL PERU,22,3.094%,2.402%,AREQUIPA,CARAVELI,QUICACHA
PARTIDO POPULAR CRISTIANO - PPC,2,0.281%,0.218%,AREQUIPA,CARAVELI,QUICACHA
FUERZA POPULAR,218,30.661%,23.799%,AREQUIPA,CARAVELI,QUICACHA
UNION POR EL PERU,5,0.703%,0.546%,AREQUIPA,CARAVELI,QUICACHA
RENOVACION POPULAR,29,4.079%,3.166%,AREQUIPA,CARAVELI,QUICACHA
RENACIMIENTO UNIDO NACIONAL,3,0.422%,0.328%,AREQUIPA,CARAVELI,QUICACHA
PARTIDO DEMOCRATICO SOMOS PERU,1,0.141%,0.109%,AREQUIPA,CARAVELI,QUICACHA
PARTIDO POLITICO NACIONAL PERU LIBRE,305,42.897%,33.297%,AREQUIPA,CARAVELI,QUICACHA
DEMOCRACIA DIRECTA,2,0.281%,0.218%,AREQUIPA,CARAVELI,QUICACHA
ALIANZA PARA EL PROGRESO,8,1.125%,0.873%,AREQUIPA,CARAVELI,QUICACHA
PARTIDO NACIONALISTA PERUANO,4,0.472%,0.397%,AREQUIPA,CARAVELI,YAUCA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,0.236%,0.199%,AREQUIPA,CARAVELI,YAUCA
PARTIDO MORADO,2,0.236%,0.199%,AREQUIPA,CARAVELI,YAUCA
PERU PATRIA SEGURA,0,0.000%,0.000%,AREQUIPA,CARAVELI,YAUCA
VICTORIA NACIONAL,21,2.476%,2.085%,AREQUIPA,CARAVELI,YAUCA
ACCION POPULAR,40,4.717%,3.972%,AREQUIPA,CARAVELI,YAUCA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,68,8.019%,6.753%,AREQUIPA,CARAVELI,YAUCA
PODEMOS PERU,14,1.651%,1.390%,AREQUIPA,CARAVELI,YAUCA
JUNTOS POR EL PERU,19,2.241%,1.887%,AREQUIPA,CARAVELI,YAUCA
PARTIDO POPULAR CRISTIANO - PPC,1,0.118%,0.099%,AREQUIPA,CARAVELI,YAUCA
FUERZA POPULAR,436,51.415%,43.297%,AREQUIPA,CARAVELI,YAUCA
UNION POR EL PERU,11,1.297%,1.092%,AREQUIPA,CARAVELI,YAUCA
RENOVACION POPULAR,84,9.906%,8.342%,AREQUIPA,CARAVELI,YAUCA
RENACIMIENTO UNIDO NACIONAL,2,0.236%,0.199%,AREQUIPA,CARAVELI,YAUCA
PARTIDO DEMOCRATICO SOMOS PERU,4,0.472%,0.397%,AREQUIPA,CARAVELI,YAUCA
PARTIDO POLITICO NACIONAL PERU LIBRE,131,15.448%,13.009%,AREQUIPA,CARAVELI,YAUCA
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CARAVELI,YAUCA
ALIANZA PARA EL PROGRESO,9,1.061%,0.894%,AREQUIPA,CARAVELI,YAUCA
PARTIDO NACIONALISTA PERUANO,25,5.924%,4.456%,AREQUIPA,CASTILLA,ANDAGUA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,0.474%,0.357%,AREQUIPA,CASTILLA,ANDAGUA
PARTIDO MORADO,5,1.185%,0.891%,AREQUIPA,CASTILLA,ANDAGUA
PERU PATRIA SEGURA,0,0.000%,0.000%,AREQUIPA,CASTILLA,ANDAGUA
VICTORIA NACIONAL,18,4.265%,3.209%,AREQUIPA,CASTILLA,ANDAGUA
ACCION POPULAR,80,18.957%,14.260%,AREQUIPA,CASTILLA,ANDAGUA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,21,4.976%,3.743%,AREQUIPA,CASTILLA,ANDAGUA
PODEMOS PERU,4,0.948%,0.713%,AREQUIPA,CASTILLA,ANDAGUA
JUNTOS POR EL PERU,21,4.976%,3.743%,AREQUIPA,CASTILLA,ANDAGUA
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CASTILLA,ANDAGUA
FUERZA POPULAR,17,4.028%,3.030%,AREQUIPA,CASTILLA,ANDAGUA
UNION POR EL PERU,10,2.370%,1.783%,AREQUIPA,CASTILLA,ANDAGUA
RENOVACION POPULAR,16,3.791%,2.852%,AREQUIPA,CASTILLA,ANDAGUA
RENACIMIENTO UNIDO NACIONAL,4,0.948%,0.713%,AREQUIPA,CASTILLA,ANDAGUA
PARTIDO DEMOCRATICO SOMOS PERU,3,0.711%,0.535%,AREQUIPA,CASTILLA,ANDAGUA
PARTIDO POLITICO NACIONAL PERU LIBRE,186,44.076%,33.155%,AREQUIPA,CASTILLA,ANDAGUA
DEMOCRACIA DIRECTA,2,0.474%,0.357%,AREQUIPA,CASTILLA,ANDAGUA
ALIANZA PARA EL PROGRESO,8,1.896%,1.426%,AREQUIPA,CASTILLA,ANDAGUA
PARTIDO NACIONALISTA PERUANO,95,2.056%,1.712%,AREQUIPA,CASTILLA,APLAO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",16,0.346%,0.288%,AREQUIPA,CASTILLA,APLAO
PARTIDO MORADO,63,1.363%,1.136%,AREQUIPA,CASTILLA,APLAO
PERU PATRIA SEGURA,8,0.173%,0.144%,AREQUIPA,CASTILLA,APLAO
VICTORIA NACIONAL,211,4.566%,3.803%,AREQUIPA,CASTILLA,APLAO
ACCION POPULAR,693,14.997%,12.491%,AREQUIPA,CASTILLA,APLAO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,493,10.669%,8.886%,AREQUIPA,CASTILLA,APLAO
PODEMOS PERU,135,2.921%,2.433%,AREQUIPA,CASTILLA,APLAO
JUNTOS POR EL PERU,311,6.730%,5.606%,AREQUIPA,CASTILLA,APLAO
PARTIDO POPULAR CRISTIANO - PPC,28,0.606%,0.505%,AREQUIPA,CASTILLA,APLAO
FUERZA POPULAR,427,9.240%,7.696%,AREQUIPA,CASTILLA,APLAO
UNION POR EL PERU,33,0.714%,0.595%,AREQUIPA,CASTILLA,APLAO
RENOVACION POPULAR,279,6.038%,5.029%,AREQUIPA,CASTILLA,APLAO
RENACIMIENTO UNIDO NACIONAL,42,0.909%,0.757%,AREQUIPA,CASTILLA,APLAO
PARTIDO DEMOCRATICO SOMOS PERU,54,1.169%,0.973%,AREQUIPA,CASTILLA,APLAO
PARTIDO POLITICO NACIONAL PERU LIBRE,1634,35.360%,29.452%,AREQUIPA,CASTILLA,APLAO
DEMOCRACIA DIRECTA,12,0.260%,0.216%,AREQUIPA,CASTILLA,APLAO
ALIANZA PARA EL PROGRESO,87,1.883%,1.568%,AREQUIPA,CASTILLA,APLAO
PARTIDO NACIONALISTA PERUANO,2,1.527%,1.075%,AREQUIPA,CASTILLA,AYO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",3,2.290%,1.613%,AREQUIPA,CASTILLA,AYO
PARTIDO MORADO,3,2.290%,1.613%,AREQUIPA,CASTILLA,AYO
PERU PATRIA SEGURA,0,0.000%,0.000%,AREQUIPA,CASTILLA,AYO
VICTORIA NACIONAL,3,2.290%,1.613%,AREQUIPA,CASTILLA,AYO
ACCION POPULAR,21,16.031%,11.290%,AREQUIPA,CASTILLA,AYO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,15,11.450%,8.065%,AREQUIPA,CASTILLA,AYO
PODEMOS PERU,2,1.527%,1.075%,AREQUIPA,CASTILLA,AYO
JUNTOS POR EL PERU,24,18.321%,12.903%,AREQUIPA,CASTILLA,AYO
PARTIDO POPULAR CRISTIANO - PPC,1,0.763%,0.538%,AREQUIPA,CASTILLA,AYO
FUERZA POPULAR,18,13.740%,9.677%,AREQUIPA,CASTILLA,AYO
UNION POR EL PERU,1,0.763%,0.538%,AREQUIPA,CASTILLA,AYO
RENOVACION POPULAR,3,2.290%,1.613%,AREQUIPA,CASTILLA,AYO
RENACIMIENTO UNIDO NACIONAL,1,0.763%,0.538%,AREQUIPA,CASTILLA,AYO
PARTIDO DEMOCRATICO SOMOS PERU,2,1.527%,1.075%,AREQUIPA,CASTILLA,AYO
PARTIDO POLITICO NACIONAL PERU LIBRE,27,20.611%,14.516%,AREQUIPA,CASTILLA,AYO
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CASTILLA,AYO
ALIANZA PARA EL PROGRESO,5,3.817%,2.688%,AREQUIPA,CASTILLA,AYO
PARTIDO NACIONALISTA PERUANO,19,3.942%,2.836%,AREQUIPA,CASTILLA,CHACHAS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",4,0.830%,0.597%,AREQUIPA,CASTILLA,CHACHAS
PARTIDO MORADO,8,1.660%,1.194%,AREQUIPA,CASTILLA,CHACHAS
PERU PATRIA SEGURA,1,0.207%,0.149%,AREQUIPA,CASTILLA,CHACHAS
VICTORIA NACIONAL,11,2.282%,1.642%,AREQUIPA,CASTILLA,CHACHAS
ACCION POPULAR,52,10.788%,7.761%,AREQUIPA,CASTILLA,CHACHAS
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,43,8.921%,6.418%,AREQUIPA,CASTILLA,CHACHAS
PODEMOS PERU,12,2.490%,1.791%,AREQUIPA,CASTILLA,CHACHAS
JUNTOS POR EL PERU,47,9.751%,7.015%,AREQUIPA,CASTILLA,CHACHAS
PARTIDO POPULAR CRISTIANO - PPC,5,1.037%,0.746%,AREQUIPA,CASTILLA,CHACHAS
FUERZA POPULAR,15,3.112%,2.239%,AREQUIPA,CASTILLA,CHACHAS
UNION POR EL PERU,11,2.282%,1.642%,AREQUIPA,CASTILLA,CHACHAS
RENOVACION POPULAR,16,3.320%,2.388%,AREQUIPA,CASTILLA,CHACHAS
RENACIMIENTO UNIDO NACIONAL,7,1.452%,1.045%,AREQUIPA,CASTILLA,CHACHAS
PARTIDO DEMOCRATICO SOMOS PERU,1,0.207%,0.149%,AREQUIPA,CASTILLA,CHACHAS
PARTIDO POLITICO NACIONAL PERU LIBRE,224,46.473%,33.433%,AREQUIPA,CASTILLA,CHACHAS
DEMOCRACIA DIRECTA,3,0.622%,0.448%,AREQUIPA,CASTILLA,CHACHAS
ALIANZA PARA EL PROGRESO,3,0.622%,0.448%,AREQUIPA,CASTILLA,CHACHAS
PARTIDO NACIONALISTA PERUANO,6,1.481%,1.143%,AREQUIPA,CASTILLA,CHILCAYMARCA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,0.494%,0.381%,AREQUIPA,CASTILLA,CHILCAYMARCA
PARTIDO MORADO,3,0.741%,0.571%,AREQUIPA,CASTILLA,CHILCAYMARCA
PERU PATRIA SEGURA,1,0.247%,0.190%,AREQUIPA,CASTILLA,CHILCAYMARCA
VICTORIA NACIONAL,5,1.235%,0.952%,AREQUIPA,CASTILLA,CHILCAYMARCA
ACCION POPULAR,50,12.346%,9.524%,AREQUIPA,CASTILLA,CHILCAYMARCA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,19,4.691%,3.619%,AREQUIPA,CASTILLA,CHILCAYMARCA
PODEMOS PERU,18,4.444%,3.429%,AREQUIPA,CASTILLA,CHILCAYMARCA
JUNTOS POR EL PERU,23,5.679%,4.381%,AREQUIPA,CASTILLA,CHILCAYMARCA
PARTIDO POPULAR CRISTIANO - PPC,2,0.494%,0.381%,AREQUIPA,CASTILLA,CHILCAYMARCA
FUERZA POPULAR,9,2.222%,1.714%,AREQUIPA,CASTILLA,CHILCAYMARCA
UNION POR EL PERU,9,2.222%,1.714%,AREQUIPA,CASTILLA,CHILCAYMARCA
RENOVACION POPULAR,10,2.469%,1.905%,AREQUIPA,CASTILLA,CHILCAYMARCA
RENACIMIENTO UNIDO NACIONAL,5,1.235%,0.952%,AREQUIPA,CASTILLA,CHILCAYMARCA
PARTIDO DEMOCRATICO SOMOS PERU,0,0.000%,0.000%,AREQUIPA,CASTILLA,CHILCAYMARCA
PARTIDO POLITICO NACIONAL PERU LIBRE,242,59.753%,46.095%,AREQUIPA,CASTILLA,CHILCAYMARCA
DEMOCRACIA DIRECTA,1,0.247%,0.190%,AREQUIPA,CASTILLA,CHILCAYMARCA
ALIANZA PARA EL PROGRESO,0,0.000%,0.000%,AREQUIPA,CASTILLA,CHILCAYMARCA
PARTIDO NACIONALISTA PERUANO,16,4.494%,3.678%,AREQUIPA,CASTILLA,CHOCO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",9,2.528%,2.069%,AREQUIPA,CASTILLA,CHOCO
PARTIDO MORADO,3,0.843%,0.690%,AREQUIPA,CASTILLA,CHOCO
PERU PATRIA SEGURA,3,0.843%,0.690%,AREQUIPA,CASTILLA,CHOCO
VICTORIA NACIONAL,4,1.124%,0.920%,AREQUIPA,CASTILLA,CHOCO
ACCION POPULAR,18,5.056%,4.138%,AREQUIPA,CASTILLA,CHOCO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,29,8.146%,6.667%,AREQUIPA,CASTILLA,CHOCO
PODEMOS PERU,1,0.281%,0.230%,AREQUIPA,CASTILLA,CHOCO
JUNTOS POR EL PERU,16,4.494%,3.678%,AREQUIPA,CASTILLA,CHOCO
PARTIDO POPULAR CRISTIANO - PPC,2,0.562%,0.460%,AREQUIPA,CASTILLA,CHOCO
FUERZA POPULAR,20,5.618%,4.598%,AREQUIPA,CASTILLA,CHOCO
UNION POR EL PERU,5,1.404%,1.149%,AREQUIPA,CASTILLA,CHOCO
RENOVACION POPULAR,3,0.843%,0.690%,AREQUIPA,CASTILLA,CHOCO
RENACIMIENTO UNIDO NACIONAL,14,3.933%,3.218%,AREQUIPA,CASTILLA,CHOCO
PARTIDO DEMOCRATICO SOMOS PERU,4,1.124%,0.920%,AREQUIPA,CASTILLA,CHOCO
PARTIDO POLITICO NACIONAL PERU LIBRE,208,58.427%,47.816%,AREQUIPA,CASTILLA,CHOCO
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CASTILLA,CHOCO
ALIANZA PARA EL PROGRESO,1,0.281%,0.230%,AREQUIPA,CASTILLA,CHOCO
PARTIDO NACIONALISTA PERUANO,17,1.840%,1.532%,AREQUIPA,CASTILLA,HUANCARQUI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",3,0.325%,0.270%,AREQUIPA,CASTILLA,HUANCARQUI
PARTIDO MORADO,7,0.758%,0.631%,AREQUIPA,CASTILLA,HUANCARQUI
PERU PATRIA SEGURA,3,0.325%,0.270%,AREQUIPA,CASTILLA,HUANCARQUI
